t_s,speed_ref_rpm,speed_ref_rad_s,torque_ref_Nm
0.474758085036502,0,0,0
0.4797555385632,0,0,0
0.484752992089899,0,0,0
0.4897504456166,0,0,0
0.494747899143299,0,0,0
0.499745352670001,0,0,0
0.504742806196699,0,0,0
0.509740259723401,0,0,0
0.514737713250099,0,0,0
0.519735166776801,0,0,0
0.524732620303499,0,0,0
0.529730073830201,0,0,0
0.5347275273569,0,0,0
0.539724980883602,0,0,0
0.5447224344103,0,0,0
0.549719887937002,0,0,0
0.5547173414637,0,0,0
0.559714794990402,0,0,0
0.5647122485171,0,0,0
0.569709702043799,0,0,0
0.574707155570501,0,0,0
0.579704609097199,0,0,0
0.584702062623901,0,0,0
0.589699516150599,0,0,0
0.594696969677301,0,0,0
0.599694423203999,0,0,0
0.604691876730701,0,0,0
0.6096893302574,0,0,0
0.614686783784101,0,0,0
0.6196842373108,0,0,0
0.624681690837502,0,0,0
0.6296791443642,0,0,0
0.634676597890902,0,0,0
0.6396740514176,0,0,0
0.644671504944299,0,0,0
0.649668958471,0,0,0
0.654666411997699,0,0,0
0.659663865524401,0,0,0
0.664661319051099,0,0,0
0.669658772577801,0,0,0
0.674656226104499,0,0,0
0.679653679631201,0,0,0
0.684651133157899,0,0,0
0.689648586684601,0,0,0
0.6946460402113,0,0,0
0.699643493738002,0,0,0
0.7046409472647,0,0,0
0.709638400791402,0,0,0
0.7146358543181,0,0,0
0.719633307844799,0,0,0
0.7246307613715,0,0,0
0.729628214898199,0,0,0
0.734625668424901,0,0,0
0.739623121951599,0,0,0
0.744620575478301,0,0,0
0.749618029004999,0,0,0
0.754615482531701,0,0,0
0.759612936058399,0,0,0
0.764610389585101,0,0,0
0.7696078431118,0,0,0
0.774605296638502,0,0,0
0.7796027501652,0,0,0
0.784600203691902,0,0,0
0.7895976572186,0,0,0
0.794595110745302,0,0,0
0.799592564272,0,0,0
0.804590017798699,0,0,0
0.809587471325401,0,0,0
0.814584924852099,0,0,0
0.819582378378801,0,0,0
0.824579831905499,0,0,0
0.829577285432201,0,0,0
0.834574738958899,0,0,0
0.839572192485601,0,0,0
0.8445696460123,0,0,0
0.849567099539001,0,0,0
0.8545645530657,0,0,0
0.859562006592402,0,0,0
0.8645594601191,0,0,0
0.869556913645802,0,0,0
0.8745543671725,0,0,0
0.879551820699199,0,0,0
0.8845492742259,0,0,0
0.889546727752599,0,0,0
0.894544181279301,0,0,0
0.899541634805999,0,0,0
0.904539088332701,0,0,0
0.909536541859399,0,0,0
0.914533995386101,0,0,0
0.919531448912799,0,0,0
0.924528902439501,0,0,0
0.9295263559662,0,0,0
0.934523809492902,0,0,0
0.9395212630196,0,0,0
0.944518716546302,0,0,0
0.949516170073,0,0,0
0.954513623599698,0,0,0
0.9595110771264,0,0,0
0.964508530653099,0,0,0
0.969505984179801,0,0,0
0.974503437706499,0,0,0
0.979500891233201,0,0,0
0.984498344759899,0,0,0
0.989495798286601,0,0,0
0.994493251813299,0,0,0
0.999490705340001,0.934516458385065,0.0978623346773757,1.67665730117553
1.0044881588667,1.86903291677013,0.195724669354751,8.79800220839683
1.0094856123934,2.80354937515519,0.293587004032127,13.1252028909816
1.0144830659201,3.73806583354026,0.391449338709503,15.7585679613198
1.0194805194468,4.67258229192532,0.489311673386878,17.3659375181737
1.0244779729735,5.60709875031039,0.587174008064254,18.352662659475
1.0294754265002,5.8219391972908,0.609672047061841,18.96477126856
1.0344728800269,5.84943920709514,0.61255184135434,19.3422535733162
1.0394703335536,5.8770681368801,0.61544513611564,19.5869704359074
1.0444677870803,5.90482658139381,0.618351993627618,19.7570231219902
1.049465240607,5.93271513882888,0.621272476532859,19.8837553500522
1.0544626941337,5.96073440967425,0.624206647714417,19.986166401428
1.0594601476604,5.98888499671518,0.627154570295818,20.0757644221826
1.0644576011871,6.01716750589437,0.630116307731233,20.1595139008231
1.0694550547138,6.04558254602496,0.633091923775423,20.2416261538354
1.0744525082405,6.07413072792933,0.63608148239356,20.3246472877827
1.0794499617672,6.10281266587438,0.639085047911523,20.4101194502908
1.0844474152939,6.13162897671036,0.642102684925719,20.4989827633945
1.0894448688206,6.1605802792968,0.645134458242966,20.5918195448167
1.0944423223473,6.18966719651181,0.648180433090908,20.6890025091358
1.099439775874,6.21889035295574,0.65124067487754,20.2457769731848
1.1044372294007,6.24825037667343,0.654315249371563,19.9123906543592
1.1094346829274,6.27774789800603,0.657404222582151,19.6740084003115
1.1144321364541,6.30738355073921,0.66050766087918,19.5289348639406
1.1194295899808,6.33715797038083,0.663625630812881,19.4782007091127
1.1244270435075,6.36707179674442,0.666758199384368,19.5227540325605
1.1294244970342,6.39712567107867,0.669905433745048,19.6626079757814
1.1344219505609,6.42732023836382,0.673067401437092,19.8964600106588
1.1394194040876,6.45765614616346,0.676244170273203,20.2214254518062
1.1444168576143,6.48813404491159,0.679435808366669,20.6328441613905
1.149414311141,6.51875458791263,0.682642384131369,21.1242102171198
1.1544117646677,6.54951843162843,0.685863966311827,21.6872897437145
1.1594092181944,6.58042623510421,0.689100623923097,22.3124693471759
1.1644066717211,6.61147866054264,0.692352426310881,23.1736393804845
1.1694041252478,6.64267637244271,0.695619443061351,24.3415913235663
1.1744015787745,6.67402003960903,0.69890174421156,25.4234529454324
1.1793990323012,6.7055103322814,0.702199399948857,26.4184382322681
1.1843964858279,6.7371479247182,0.705512480881413,27.3227216727877
1.1893939393546,6.76893349347411,0.708841057857872,28.1380217595903
1.1943913928813,6.80086771883537,0.712185202117639,28.8723533124345
1.199388846408,6.83295128338452,0.715544985140592,29.5383071449016
1.2043862999347,6.86518487343566,0.718920478797375,30.1508304129199
1.2093837534614,6.89756917731213,0.722311755169039,30.7252911237648
1.2143812069881,6.93010488764291,0.725718886787523,31.2760851517085
1.2193786605148,6.96279269877922,0.729141946365115,31.8157903433518
1.2243761140415,6.99563330966492,0.732581007095046,32.3547644577228
1.2293735675682,7.02862742067908,0.736036142320839,32.9010577563359
1.2343710210949,7.06177573650638,0.739507425836903,33.4605250486636
1.2393684746216,7.09507896470189,0.742994931738231,34.0370496726149
1.2443659281483,7.12853781540407,0.746498734390349,34.632819458527
1.249363381675,7.16215300276994,0.750018908579604,35.2486166706317
1.2543608352017,7.19592524296579,0.753555529302756,35.884099311578
1.2593582887284,7.22985525617649,0.757108671977388,36.5380610786885
1.2643557422551,7.26394376574437,0.76067841235173,37.2086632523889
1.2693531957818,7.2981914975951,0.764264826444542,37.8936353247221
1.2743506493085,7.33259918167294,0.767867990695407,38.5904432659797
1.2793481028352,7.36716755050549,0.771487981814438,39.2964256298117
1.2843455563619,7.40189733977782,0.775124876842394,40.008898519574
1.2893430098886,7.43678928861948,0.778778753180741,40.7252308581454
1.2943404634153,7.47184413989155,0.782449688621707,41.4428913304314
1.299337916942,7.50706263903846,0.786137761228054,42.1594675513048
1.3043353704687,7.54244553466211,0.789843049393188,42.872655973028
1.3093328239954,7.57799357967001,0.793565631961397,43.5802167973575
1.3143302775221,7.61370752869187,0.797305587957323,44.2798796046863
1.3193277310488,7.64958814152419,0.801062996946666,44.9691677214678
1.3243251845755,7.68563617968567,0.804837938675481,45.6450708908584
1.3293226381022,7.72185240871361,0.808630493310644,46.3034069443432
1.3343200916289,7.75823759758976,0.812440741379738,46.9374933909742
1.3393175451556,7.7947925187404,0.816268763771051,47.535165400303
1.3443149986823,7.83151794717515,0.820114641643402,48.0715012275691
1.349312452209,7.86841466249628,0.823978456636551,48.4894781014511
1.3543099057357,7.90548344660238,0.827860290630726,48.6447435077235
1.3593073592624,7.94272508569767,0.831760225957039,48.1532447682839
1.3643048127891,7.98014036856973,0.835678345217133,46.3065810822992
1.3693022663158,8.01773008831172,0.839614731463532,45.0747133389278
1.3742997198425,8.05549504088725,0.843569468049347,44.9680224851831
1.3792971733692,8.09343602599142,0.847542638718454,44.0857543575957
1.3842946268959,8.13155384647681,0.851534327545379,42.56569843466
1.3892920804226,8.16984930892749,0.855544618995409,41.1314649343102
1.3942895339493,8.20832322394614,0.859573597954656,40.019855679426
1.399286987476,8.24697640471877,0.863621349579762,39.2940927218531
1.4042844410027,8.28580966844997,0.86768795944819,38.9367572415545
1.4092818945294,8.32482383607588,0.871773513528173,38.8825898213962
1.4142793480561,8.36401973169005,0.875878098118584,39.0432479014782
1.4192768015828,8.40339818311757,0.880001799909066,39.3297628535498
1.4242742551095,8.44296002220213,0.884144706010084,39.6695826437056
1.4292717086362,8.48270608337073,0.888306903802631,40.0160352732449
1.4342691621629,8.52263720621715,0.892488481208761,40.3488365642541
1.4392666156896,8.56275423234443,0.896689526360939,40.6654486640411
1.4442640692163,8.60305800794825,0.900910127872569,40.9681950510168
1.449261522743,8.64354938266881,0.905150374717764,41.255810115606
1.4542589762697,8.68422921016484,0.909410356291459,41.5231504372887
1.4592564297964,8.72509834696551,0.913690162289177,41.7650103536406
1.4642538833231,8.76615765419263,0.917989882887383,41.9787859163255
1.4692513368498,8.80740799641247,0.922309608623247,42.164487023816
1.4742487903765,8.84885024134879,0.926649430364587,42.3233534803774
1.4792462439032,8.89048526131796,0.931009439460162,42.4565086869788
1.4842436974299,8.93231393179384,0.935389727589376,42.5642394046809
1.4892411509566,8.97433713255585,0.939790386882518,42.6458656995004
1.4942386044833,9.01655574654089,0.944211509800523,42.6999610869371
1.49923605801,9.05897066127849,0.948653189285266,42.7247003505135
1.5042335115367,9.10158276745566,0.953115518609272,42.7181903589262
1.5092309650634,9.14439296006498,0.957598591495945,42.6787140780337
1.5142284185901,9.18740213725649,0.962102501999339,42.6048731420062
1.5192258721168,9.2306112017729,0.966627344654446,42.4956467154041
1.5242233256435,9.2740210600884,0.971173214387025,42.3503963276723
1.5292207791702,9.31763262240877,0.9757402065136,42.168844304871
1.5342182326969,9.36144680267126,0.980328416741457,41.9510449482691
1.5392156862236,9.40546451940581,0.984937941258825,41.6973585848608
1.5442131397503,9.4496866942998,0.989568876584582,41.4084319761705
1.549210593277,9.49411425363322,0.994221319718542,41.0851848798983
1.5542080468037,9.53874812713061,0.998895368021231,40.7288011343797
1.5592055003304,9.58358924882207,1.00359111930405,40.340722534878
1.5642029538571,9.62863855646926,1.00830867176917,39.9226442218483
1.5692004073838,9.67389699242645,1.01304812409971,39.4765108596284
1.5741978609105,9.71936550249245,1.01780957533948,39.0045133365881
1.5791953144372,9.76504503677164,1.02259312498318,38.5090860104448
1.5841927679639,9.81093654938698,1.02739887294632,37.992904665314
1.5891902214906,9.85704099819296,1.03222691953521,37.4588853636163
1.5941876750173,9.90335934592376,1.03707736556713,36.9101842941676
1.599185128544,9.94989255875803,1.04195031222007,36.3501985318986
1.6041825820707,9.99664160718006,1.0468458611229,35.7825673191561
1.6091800355974,10.0436074656927,1.05176411432533,35.2111729919397
1.6141774891241,10.0907911133914,1.05670517435799,34.6401399308344
1.6191749426508,10.1381935328162,1.06166914411223,34.0738288080696
1.6241723961775,10.1858157113867,1.0666561269904,33.5168218393321
1.6291698497042,10.2336586405412,1.07166622681567,32.9738927332144
1.6341673032309,10.2817233157365,1.07669954783202,32.4499528124085
1.6391647567576,10.330010736735,1.08175619473435,31.9499630675701
1.6441622102843,10.3785219073177,1.08683627263833,31.4788020564232
1.649159663811,10.4272578361452,1.09193988717068,31.0410834777728
1.6541571173377,10.4762195353227,1.09706714431879,30.6409265712655
1.6591545708644,10.5254080221222,1.10221815061114,30.2816969486146
1.6641520243911,10.574824317547,1.10739301296694,29.9657511765796
1.6691494779178,10.6244694471932,1.11259183878638,29.694228126283
1.6741469314445,10.6743444406754,1.11781473589043,29.135057394145
1.6791443849712,10.7244503322009,1.12306181258104,28.7515751751031
1.6841418384979,10.7747881602827,1.12833317761102,28.5534114785587
1.6891392920246,10.8253589677392,1.13362894018407,28.5367002963775
1.6941367455513,10.8761638022687,1.13894921001488,28.6862688943292
1.699134199078,10.9272037153007,1.14429409720893,28.9778335168232
1.7041316526047,10.9784797628578,1.14966371235261,29.3797042294454
1.7091291061314,11.0299930061291,1.1550581665734,29.8540356732716
1.7141265596581,11.081744509461,1.16047757132939,30.3583848914167
1.7191240131848,11.1337353429409,1.16592203867987,30.0528480467576
1.7241214667115,11.1859665806748,1.17139168110497,30.3204974941775
1.7291189202382,11.2384393007872,1.1768866115056,31.1478087565809
1.7341163737649,11.2911545868563,1.18240694335382,31.8683362482459
1.7391138272916,11.344113526192,1.18795279051245,32.4639311964173
1.7441112808183,11.3973172109837,1.1935242673553,32.918458687726
1.749108734345,11.4507667383006,1.19912148876719,33.2223636262824
1.7541061878717,11.5044632089435,1.20474457002369,33.374311925634
1.7591036413984,11.5584077297408,1.21039362703164,33.3808003480373
1.7641010949251,11.6126014106786,1.21606877602847,33.2545856407694
1.7690985484518,11.6670453669096,1.22177013379273,33.0126397813365
1.7740960019785,11.7217407190403,1.22749781767405,32.674129550452
1.7790934555052,11.7766885908347,1.23325194535271,32.2587077324265
1.7840909090319,11.8318901120847,1.23903263514023,31.7852334688123
1.7890883625586,11.8873464166005,1.24484000576897,31.2709255982725
1.7940858160853,11.9430586430722,1.25067417648226,30.7308900917014
1.799083269612,11.9990279347826,1.25653526700439,30.177937304349
1.8040807231387,12.0552554401811,1.26242339760071,29.6226026422944
1.8090781766654,12.1117423123097,1.2683386890175,29.0732944918698
1.8140756301921,12.1684897085163,1.27428126245193,28.5365088439604
1.8190730837188,12.2254987916023,1.28025123967229,28.017066880807
1.8240705372455,12.2827707289618,1.2862487429278,27.5183476214973
1.8290679907722,12.3403066928686,1.29227389497869,27.0425012103039
1.8340654442989,12.3981078599021,1.29832681903608,26.5906387549961
1.8390628978256,12.4561754126697,1.3044076389423,26.1630013182236
1.8440603513523,12.5145105377971,1.31051647896052,25.7591136216063
1.849057804879,12.57311442679,1.31665346386491,25.3779276581444
1.8540552584057,12.6319882766076,1.32281871900076,25.0179588013046
1.8590527119324,12.6911332885148,1.32901237016423,24.6774137969144
1.8640501654591,12.7505506692304,1.33523454372262,24.3543078194484
1.8690476189858,12.8102416303526,1.3414853665542,24.0465674017015
1.8740450725125,12.8702073883597,1.34776496604826,23.7521172768326
1.8790425260392,12.9304491646093,1.35407347010509,23.4689510373973
1.8840399795659,12.9909681856259,1.36041100716603,23.1951870229144
1.8890374330926,13.0517656831007,1.36677770621349,22.9291114714838
1.8940348866193,13.1128428936048,1.37317369674086,22.6692107926668
1.899032340146,13.1742010585886,1.37959910875256,22.4141942288197
1.9040297936727,13.2358414255306,1.38605407288421,22.1630076052101
1.9090272471994,13.2977652456408,1.39253872016223,21.9148385597951
1.9140247007261,13.35997377587,1.39905318221419,21.6691136445188
1.9190221542528,13.4224682789098,1.40559759126884,21.4254879028581
1.9240196077795,13.4852500217575,1.41217208000583,21.1838278341874
1.9290170613062,13.5483202768639,1.41877678167591,20.9441889340777
1.9340145148329,13.611680322134,1.42541183010096,20.7067891901114
1.9390119683596,13.6753314400649,1.43207735958378,20.471979987799
1.9440094218863,13.7392749188951,1.43877350502838,20.2402158414272
1.949006875413,13.8035120520294,1.4455004018798,20.0120242373551
1.9540043289397,13.8680441380396,1.45225818612414,19.7879766833222
1.9590017824664,13.932872480664,1.45904699428858,19.5686618339947
1.9639992359931,13.9979983890948,1.4658669634714,19.3546613258829
1.9689966895198,14.063423177978,1.472718231342,19.1465287357692
1.9739941430465,14.1291481668392,1.47960093608079,18.9447718794487
1.9789915965732,14.1951746809449,1.48651521646934,18.7498385068857
1.9839890500999,14.2615040507283,1.4934612118303,18.562105326188
1.9889865036266,14.3281376123633,1.50043906208747,18.381870200604
1.9939839571533,14.3950767066167,1.50744890764562,18.2093473064061
1.99898141068,14.4623226802829,1.51449088954072,18.0446650084482
2.0039788642067,14.5298768856101,1.5215651493799,17.8878661976381
2.0089763177334,14.5977406800135,1.52867182931131,17.73891083336
2.0139737712601,14.6659154266489,1.53581107208431,17.5976804392764
2.0189712247868,14.7344024938386,1.54298302098929,17.4639843040252
2.0239686783135,14.8032032556462,1.55018781991782,17.337567142351
2.0289661318402,14.8723190913018,1.55742561330256,17.2181179678662
2.0339635853669,14.9417513860632,1.56469654620737,17.105279922999
2.0389610388936,15.0115015306421,1.57200076426724,16.9986607972676
2.0439584924203,15.0815709209171,1.57933841365822,16.8978439554083
2.048955945947,15.1519609585074,1.58670964115754,16.8023993827435
2.0539533994737,15.2226730510601,1.59411459417366,16.7118945493208
2.0589508530004,15.293708611102,1.60155342062603,16.6259047958823
2.0639483065271,15.3650690574747,1.60902626909541,16.5440229560519
2.0689457600538,15.4367558141868,1.61653328870362,16.4658679520462
2.0739432135805,15.5087703112744,1.62407462920371,16.3910921381502
2.0789406671072,15.5811139842277,1.63165044091983,16.3193872122084
2.0839381206339,15.6537882742775,1.63926087477734,16.2504885714475
2.0889355741606,15.7267946281085,1.6469060822727,16.1841780517385
2.0939330276873,15.8001344990071,1.65458621559371,16.1202850514411
2.098930481214,15.8738093448526,1.66230142740913,16.0586861047082
2.1039279347407,15.9478206304133,1.67005187110913,15.9993030249621
2.1089253882674,16.0221698250498,1.67783770056482,15.9420997860933
2.1139228417941,16.0968584052992,1.68565907039877,15.8870783481356
2.1189202953208,16.1718878520039,1.69351613568445,15.8342736563686
2.1239177488475,16.2472596531822,1.70140905224677,15.7837480579666
2.1289152023742,16.3229753020196,1.70933797645175,15.7355853791668
2.1339126559009,16.3990362977289,1.71730306529659,15.6898848977091
2.1389101094276,16.4754441452642,1.7253044763797,15.6467554270968
2.1439075629543,16.5522003558941,1.73334236796077,15.6063097041026
2.148905016481,16.6293064460541,1.74141689884057,15.5686592423639
2.1539024700077,16.7067639390688,1.74952822854124,15.533909783914
2.1588999235344,16.7845743634293,1.75767651712603,15.5021574463729
2.1638973770611,16.8627392536547,1.76586192528939,15.473485633371
2.1688948305878,16.941260151153,1.77408461444719,15.4479627434771
2.1738922841145,17.020138602499,1.78234474655636,15.4256406847003
2.1788897376412,17.0993761600082,1.79064248417501,15.4065541766464
2.1838871911679,17.1789743828852,1.79897799058265,15.3907207971006
2.1888846446946,17.2589348360754,1.80735142965999,15.3781417116836
2.1938820982213,17.339259090552,1.81576296591894,15.3688030074336
2.198879551748,17.419948723029,1.82421276447263,15.3626775375371
2.2038770052747,17.5010053171094,1.83270099115556,15.3597271749636
2.2088744588014,17.5824304615629,1.84122781234331,15.3599053651061
2.2138719123281,17.6642257523352,1.84979339516293,15.3631598668442
2.2188693658548,17.746392790539,1.85839790728253,15.3694355691882
2.2238668193815,17.8289331841755,1.86704151709163,15.3786772790216
2.2288642729082,17.9118485472741,1.87572439361098,15.3908323799091
2.2338617264349,17.9951404996049,1.8844467064625,15.4058532760619
2.2388591799616,18.0788106678271,1.89320862598955,15.4236995477547
2.2438566334883,18.1628606846275,1.90201032316669,15.4443397609063
2.248854087015,18.2472921887209,1.91085196959974,15.4677528912015
2.2538515405417,18.3321068251371,1.9197337375558,15.4939293417901
2.2588489940684,18.4173062457947,1.9286558000234,15.5228715491695
2.2638464475951,18.502892107779,1.9376183305321,15.5545941912096
2.2688439011218,18.5888660753516,1.94662150336297,15.5891240252619
2.2738413546485,18.6752298193757,1.95566549348839,15.6264993963647
2.2788388081752,18.7619850158814,1.96475047642182,15.6667694671287
2.2838362617019,18.8491333486489,1.97387662848832,15.7099932274603
2.2888337152286,18.936676506625,1.98304412655399,15.7562383453005
2.2938311687553,19.0246161862198,1.99225314826646,15.8055799225483
2.298828622282,19.112954089297,2.00150387184448,15.8580992169716
2.3038260758087,19.2016919248963,2.01079647625828,15.9138823876415
2.3088235293354,19.2908314083723,2.02013114113939,15.9730193142278
2.3138209828621,19.3803742611075,2.02950804675053,16.0356025338107
2.3188184363888,19.4703222116605,2.03892737410596,16.101726329305
2.3238158899155,19.5606769943305,2.04838930482105,16.1714859928068
2.3288133434422,19.6514403503058,2.05789402123263,16.2449772803406
2.3338107969689,19.7426140276638,2.06744170639891,16.3222960614997
2.3388082504956,19.8341997805095,2.07703254400936,16.4035381613661
2.3438057040223,19.9261993695499,2.08666671844479,16.4887993830269
2.348803157549,20.0186145620941,2.09634441477735,16.5781756929821
2.3538006110757,20.1114471326271,2.10606581883069,16.6717635452468
2.3587980646024,20.2046988613746,2.11583111702961,16.7696603176963
2.3637955181291,20.2983715357385,2.1256404965504,16.8719648317247
2.3687929716558,20.3924669494355,2.13549414523064,16.9787779237783
2.3737904251825,20.4869869033583,2.14539225165936,17.0902030401517
2.3787878787092,20.5819332041406,2.15533500502679,17.2063468265
2.3837853322359,20.6773076664529,2.16532259536481,17.3273196877368
2.3887827857626,20.7731121101327,2.17535521324633,17.453236295441
2.3937802392893,20.8693483630545,2.18543305008594,17.5842160271393
2.398777692816,20.9660182588338,2.19555629789939,17.7203833224874
2.4037751463427,21.0631236388359,2.20572514951401,17.8618679501491
2.4087725998694,21.1606663501671,2.21593979835833,18.0088051790974
2.4137700533961,21.2586482471098,2.22620043861232,18.1613358563181
2.4187675069228,21.3570711911222,2.23650726520746,17.7856161648621
2.4237649604495,21.4559370499775,2.24686047373648,17.5388268319649
2.4287624139762,21.5552476986249,2.25726026054361,17.3855715845401
2.4337598675029,21.6550050183286,2.26770682263437,17.3187815298754
2.4387573210296,21.7552108978156,2.27820035779581,17.3380398316172
2.4437547745563,21.8558672324152,2.28874106450631,17.4435170912291
2.448752228083,21.9569759240582,2.29932914193564,17.6343577586729
2.4537496816097,22.0585388818518,2.30996479000501,17.9082517287706
2.4587471351364,22.160558022079,2.32064820938712,18.2613047222875
2.4637445886631,22.2630352676248,2.33137960144602,18.6880255225386
2.4687420421898,22.3659725479761,2.34215916823709,19.181441183972
2.4737394957165,22.46937180037,2.35298711262733,19.7333815366221
2.4787369492432,22.5732349683583,2.36386363814502,20.3349461201991
2.4837344027699,22.677564002669,2.37478894906991,21.1596354301951
2.4887318562966,22.782360861206,2.38576325043321,22.2744280266307
2.4937293098233,22.8876275084752,2.39678674795751,23.2895254976843
2.49872676335,22.9933659161586,2.40785964811686,24.2192582990576
2.5037242168767,23.099578063688,2.41898215819687,25.0663640328879
2.5087216704034,23.2062659362363,2.43015448608436,25.8365930414171
2.5137191239301,23.3134315270134,2.4413768405078,26.5408052276009
2.5187165774568,23.4210768358312,2.45264943088698,27.1933774165353
2.5237140309835,23.5292038696776,2.46397246739319,27.8099737660544
2.5287114845102,23.6378146432906,2.4753461610093,28.4057162405334
2.5337089380369,23.746911177149,2.48677072331935,28.9940060302476
2.5387063915636,23.8564955000556,2.49824636677909,29.5859355997503
2.5437038450903,23.9665696474155,2.50977330453563,30.1901328536369
2.548701298617,24.0771356618096,2.52135175048753,30.8128772926068
2.5536987521437,24.1881955932818,2.53298191931491,31.4583625583245
2.5586962056704,24.2997514987651,2.54466402641927,32.1290199847099
2.5636936591971,24.4118054423685,2.55639828795361,32.8258510511964
2.5686911127238,24.524359495664,2.56818492085243,33.5487399933751
2.5736885662505,24.6374157368254,2.58002414274161,34.2967325585965
2.5786860197772,24.750976252064,2.59191617208866,35.0682754811866
2.5836834733039,24.8650431344798,2.60386122808251,35.8614159868332
2.5886809268306,24.9796184837748,2.61585953060343,36.6739631775802
2.5936783803573,25.0947044079752,2.62791130040341,37.5036145112146
2.598675833884,25.2103030219961,2.64001675895585,38.3480513149048
2.6036732874107,25.3264164476416,2.65217612845556,39.2050076180516
2.6086707409374,25.443046814179,2.66438963187887,40.0723166306992
2.6136681944641,25.5601962583385,2.67665749298365,40.9479389750447
2.6186656479908,25.6778669243133,2.6889799363093,41.8299762919746
2.6236631015175,25.7960609634728,2.70135718714669,42.7166730998025
2.6286605550442,25.9147805340753,2.71378947150809,43.606408731388
2.6336580085709,26.0340278021291,2.72627701621738,44.4976796924739
2.6386554620976,26.1538049411057,2.73882004887994,45.3890705272021
2.6436529156243,26.2741141319396,2.7514187978827,46.2792074274828
2.648650369151,26.3949575621671,2.76407349230395,47.1666814302432
2.6536478226777,26.516337427362,2.77678436206361,48.0499123186679
2.6586452762044,26.6382559305607,2.78955163786314,48.9268877947233
2.6636427297311,26.7607152819759,2.80237555115545,49.7946201831071
2.6686401832578,26.8837176989962,2.81525633414495,50.6479084384109
2.6736376367845,27.0072654067605,2.82819421984761,51.4762200192604
2.6786350903112,27.1313606378704,2.84118944206097,52.2548887049
2.6836325438379,27.2560056321039,2.85424223533399,52.9168822940898
2.6886299973646,27.3812026369888,2.86735283502725,53.250214736109
2.6936274508913,27.506953906942,2.88052147722273,52.5240093259097
2.698624904418,27.6332617047045,2.89374839887413,50.1714940978848
2.7036223579447,27.7601282996195,2.90703383762649,50.6481802161755
2.7086198114714,27.8875559690669,2.9203780319665,50.5713990469753
2.7136172649981,28.0155469978901,2.93378122116237,48.7043128717915
2.7186147185248,28.1441036781081,2.9472436452338,46.8742652922092
2.7236121720515,28.2732283092033,2.960765544982,45.4446118882846
2.7286096255782,28.402923198695,2.97434716204985,44.4415159893087
2.7336070791049,28.5331906612787,2.98798873883167,43.8402210626599
2.7386045326316,28.6640330191129,3.00169051850334,43.580497509541
2.7436019861583,28.7954526018189,3.01545274502225,43.5866662246624
